county,total_subsidies_1995_2021,perc_state_total,state_abb,state
"Cascade County, Montana",297770565,0.03,MT,Montana
"Richland County, Montana",263573645,0.026,MT,Montana
"Dawson County, Montana",248982130,0.025,MT,Montana
"Big Horn County, Montana",210599227,0.021,MT,Montana
"Yellowstone County, Montana",203162786,0.02,MT,Montana
"Garfield County, Montana",180713154,0.018,MT,Montana
"Judith Basin County, Montana",166543458,0.017,MT,Montana
"Rosebud County, Montana",131212922,0.013,MT,Montana
"Carter County, Montana",127295157,0.013,MT,Montana
"Fallon County, Montana",120162458,0.012,MT,Montana
"Stillwater County, Montana",113991668,0.011,MT,Montana
"Custer County, Montana",104656428,0.01,MT,Montana
"Powder River County, Montana",102689849,0.01,MT,Montana
"Wheatland County, Montana",96770309,0.01,MT,Montana
"Prairie County, Montana",95463125,0.01,MT,Montana
"Gallatin County, Montana",94619496,0.009,MT,Montana
"Golden Valley County, Montana",90783757,0.009,MT,Montana
"Broadwater County, Montana",85359797,0.009,MT,Montana
"Musselshell County, Montana",83484366,0.008,MT,Montana
"Wibaux County, Montana",82677422,0.008,MT,Montana
"Carbon County, Montana",59835189,0.006,MT,Montana
"Beaverhead County, Montana",56887714,0.006,MT,Montana
"Lake County, Montana",44588584,0.004,MT,Montana
"Petroleum County, Montana",41465523,0.004,MT,Montana
"Madison County, Montana",40489342,0.004,MT,Montana
"Meagher County, Montana",38767529,0.004,MT,Montana
"Lewis and Clark County, Montana",36968059,0.004,MT,Montana
"Flathead County, Montana",32362932,0.003,MT,Montana
"Park County, Montana",31242030,0.003,MT,Montana
"Treasure County, Montana",30410419,0.003,MT,Montana
"Sweet Grass County, Montana",19719817,0.002,MT,Montana
"Powell County, Montana",13416911,0.001,MT,Montana
"Jefferson County, Montana",13400764,0.001,MT,Montana
"Ravalli County, Montana",12512284,0.001,MT,Montana
"Sanders County, Montana",8368883,0.001,MT,Montana
"Granite County, Montana",6984012,0.001,MT,Montana
"Deer Lodge County, Montana",5811576,0.001,MT,Montana
"Missoula County, Montana",4972454,0,MT,Montana
"Silver Bow County, Montana",1615273,0,MT,Montana
"Mineral County, Montana",1329720,0,MT,Montana
"Lincoln County, Montana",873856,0,MT,Montana
"Custer County, Nebraska",595487420,0.022,NE,Nebraska
"Platte County, Nebraska",566239167,0.021,NE,Nebraska
"Lincoln County, Nebraska",561287190,0.021,NE,Nebraska
"Holt County, Nebraska",556509061,0.021,NE,Nebraska
"Gage County, Nebraska",555777635,0.021,NE,Nebraska
"Phelps County, Nebraska",529444865,0.02,NE,Nebraska
"Antelope County, Nebraska",528740248,0.02,NE,Nebraska
"York County, Nebraska",527132167,0.02,NE,Nebraska
"Buffalo County, Nebraska",522377529,0.019,NE,Nebraska
"Hamilton County, Nebraska",517195468,0.019,NE,Nebraska
"Dawson County, Nebraska",513045676,0.019,NE,Nebraska
"Perkins County, Nebraska",501902304,0.019,NE,Nebraska
"Fillmore County, Nebraska",484605053,0.018,NE,Nebraska
"Saunders County, Nebraska",472378151,0.018,NE,Nebraska
"Cedar County, Nebraska",467767444,0.017,NE,Nebraska
"Boone County, Nebraska",452179718,0.017,NE,Nebraska
"Cuming County, Nebraska",449462928,0.017,NE,Nebraska
"Adams County, Nebraska",444304707,0.016,NE,Nebraska
"Kearney County, Nebraska",440219983,0.016,NE,Nebraska
"Chase County, Nebraska",428911042,0.016,NE,Nebraska
"Butler County, Nebraska",426688099,0.016,NE,Nebraska
"Hall County, Nebraska",422870348,0.016,NE,Nebraska
"Seward County, Nebraska",415782019,0.015,NE,Nebraska
"Clay County, Nebraska",409935981,0.015,NE,Nebraska
"Knox County, Nebraska",405701465,0.015,NE,Nebraska
"Lancaster County, Nebraska",397430350,0.015,NE,Nebraska
"Thayer County, Nebraska",386744488,0.014,NE,Nebraska
"Pierce County, Nebraska",374427417,0.014,NE,Nebraska
"Dodge County, Nebraska",373896121,0.014,NE,Nebraska
"Saline County, Nebraska",366964936,0.014,NE,Nebraska
"Madison County, Nebraska",366797796,0.014,NE,Nebraska
"Cheyenne County, Nebraska",365386401,0.014,NE,Nebraska
"Otoe County, Nebraska",359677230,0.013,NE,Nebraska
"Red Willow County, Nebraska",357757265,0.013,NE,Nebraska
"Burt County, Nebraska",354047938,0.013,NE,Nebraska
"Furnas County, Nebraska",344600476,0.013,NE,Nebraska
"Richardson County, Nebraska",332551313,0.012,NE,Nebraska
"Jefferson County, Nebraska",330312277,0.012,NE,Nebraska
"Cass County, Nebraska",325392648,0.012,NE,Nebraska
"Wayne County, Nebraska",324469582,0.012,NE,Nebraska
"Merrick County, Nebraska",323568174,0.012,NE,Nebraska
"Dixon County, Nebraska",317983807,0.012,NE,Nebraska
"Box Butte County, Nebraska",313146191,0.012,NE,Nebraska
"Polk County, Nebraska",300147501,0.011,NE,Nebraska
"Dundy County, Nebraska",291048398,0.011,NE,Nebraska
"Howard County, Nebraska",286615063,0.011,NE,Nebraska
"Harlan County, Nebraska",276349753,0.01,NE,Nebraska
"Nuckolls County, Nebraska",273601713,0.01,NE,Nebraska
"Colfax County, Nebraska",273487402,0.01,NE,Nebraska
"Stanton County, Nebraska",270528384,0.01,NE,Nebraska
"Franklin County, Nebraska",266080688,0.01,NE,Nebraska
"Thurston County, Nebraska",263914306,0.01,NE,Nebraska
"Kimball County, Nebraska",263156696,0.01,NE,Nebraska
"Nemaha County, Nebraska",261002199,0.01,NE,Nebraska
"Keith County, Nebraska",259581865,0.01,NE,Nebraska
"Webster County, Nebraska",256564284,0.01,NE,Nebraska
"Frontier County, Nebraska",255091872,0.009,NE,Nebraska
"Valley County, Nebraska",246796418,0.009,NE,Nebraska
"Gosper County, Nebraska",245598656,0.009,NE,Nebraska
"Nance County, Nebraska",243245017,0.009,NE,Nebraska
"Washington County, Nebraska",241175238,0.009,NE,Nebraska
"Scotts Bluff County, Nebraska",231499468,0.009,NE,Nebraska
"Pawnee County, Nebraska",229554523,0.009,NE,Nebraska
"Sheridan County, Nebraska",225127294,0.008,NE,Nebraska
"Morrill County, Nebraska",224031117,0.008,NE,Nebraska
"Hayes County, Nebraska",223647737,0.008,NE,Nebraska
"Johnson County, Nebraska",203967827,0.008,NE,Nebraska
"Greeley County, Nebraska",192969905,0.007,NE,Nebraska
"Sherman County, Nebraska",178842096,0.007,NE,Nebraska
"Hitchcock County, Nebraska",173907135,0.006,NE,Nebraska
"Dakota County, Nebraska",157384325,0.006,NE,Nebraska
"Cherry County, Nebraska",152881242,0.006,NE,Nebraska
"Banner County, Nebraska",132033706,0.005,NE,Nebraska
"Deuel County, Nebraska",129832686,0.005,NE,Nebraska
"Dawes County, Nebraska",128764588,0.005,NE,Nebraska
"Brown County, Nebraska",127211659,0.005,NE,Nebraska
"Garden County, Nebraska",122220741,0.005,NE,Nebraska
"Rock County, Nebraska",114144734,0.004,NE,Nebraska
"Wheeler County, Nebraska",109900595,0.004,NE,Nebraska
"Boyd County, Nebraska",100527316,0.004,NE,Nebraska
"Sarpy County, Nebraska",88609313,0.003,NE,Nebraska
"Douglas County, Nebraska",69339388,0.003,NE,Nebraska
"Logan County, Nebraska",62952766,0.002,NE,Nebraska
"Sioux County, Nebraska",58396875,0.002,NE,Nebraska
"Keya Paha County, Nebraska",49993373,0.002,NE,Nebraska
"Garfield County, Nebraska",47821403,0.002,NE,Nebraska
"McPherson County, Nebraska",39929626,0.001,NE,Nebraska
"Loup County, Nebraska",32095233,0.001,NE,Nebraska
"Arthur County, Nebraska",21736024,0.001,NE,Nebraska
"Blaine County, Nebraska",16275072,0.001,NE,Nebraska
"Thomas County, Nebraska",13320581,0,NE,Nebraska
"Grant County, Nebraska",11808255,0,NE,Nebraska
"Hooker County, Nebraska",10136930,0,NE,Nebraska
"Grafton County, New Hampshire",19279463,0.219,NH,New Hampshire
"Merrimack County, New Hampshire",18270103,0.208,NH,New Hampshire
"Coos County, New Hampshire",9317098,0.106,NH,New Hampshire
"Rockingham County, New Hampshire",9253687,0.105,NH,New Hampshire
"Sullivan County, New Hampshire",8454474,0.096,NH,New Hampshire
"Cheshire County, New Hampshire",7153232,0.081,NH,New Hampshire
"Hillsborough County, New Hampshire",7134288,0.081,NH,New Hampshire
"Strafford County, New Hampshire",4053965,0.046,NH,New Hampshire
"Carroll County, New Hampshire",2732957,0.031,NH,New Hampshire
"Belknap County, New Hampshire",2074592,0.024,NH,New Hampshire
"Curry County, New Mexico",595580015,0.219,NM,New Mexico
"Roosevelt County, New Mexico",399712707,0.147,NM,New Mexico
"Quay County, New Mexico",252480593,0.093,NM,New Mexico
"Lea County, New Mexico",205373475,0.076,NM,New Mexico
"Chaves County, New Mexico",198926358,0.073,NM,New Mexico
"Union County, New Mexico",133362891,0.049,NM,New Mexico
"Dona Ana County, New Mexico",115934088,0.043,NM,New Mexico
"Eddy County, New Mexico",80084210,0.029,NM,New Mexico
"Luna County, New Mexico",73417654,0.027,NM,New Mexico
"Torrance County, New Mexico",72546955,0.027,NM,New Mexico
"San Juan County, New Mexico",63983792,0.024,NM,New Mexico
"DeBaca County, New Mexico",46514981,0.017,NM,New Mexico
"Hidalgo County, New Mexico",42574332,0.016,NM,New Mexico
"Harding County, New Mexico",41785031,0.015,NM,New Mexico
"Lincoln County, New Mexico",37177066,0.014,NM,New Mexico
"Socorro County, New Mexico",35962153,0.013,NM,New Mexico
"Guadalupe County, New Mexico",33978824,0.013,NM,New Mexico
"Otero County, New Mexico",30600928,0.011,NM,New Mexico
"Grant County, New Mexico",28205519,0.01,NM,New Mexico
"Colfax County, New Mexico",28203324,0.01,NM,New Mexico
"Sierra County, New Mexico",25657029,0.009,NM,New Mexico
"Catron County, New Mexico",25103660,0.009,NM,New Mexico
"Rio Arriba County, New Mexico",23784520,0.009,NM,New Mexico
"McKinley County, New Mexico",22574735,0.008,NM,New Mexico
"San Miguel County, New Mexico",22204159,0.008,NM,New Mexico
"Cibola County, New Mexico",18993164,0.007,NM,New Mexico
"Sandoval County, New Mexico",13132637,0.005,NM,New Mexico
"Mora County, New Mexico",12327047,0.005,NM,New Mexico
"Valencia County, New Mexico",11740716,0.004,NM,New Mexico
"Santa Fe County, New Mexico",6985465,0.003,NM,New Mexico
"Taos County, New Mexico",5566935,0.002,NM,New Mexico
"Bernalillo County, New Mexico",3955928,0.001,NM,New Mexico
"Cass County, North Dakota",1182875666,0.045,ND,North Dakota
"Cavalier County, North Dakota",1131592487,0.043,ND,North Dakota
"Stutsman County, North Dakota",1018718730,0.038,ND,North Dakota
"Richland County, North Dakota",990321052,0.037,ND,North Dakota
"Grand Forks County, North Dakota",883170409,0.033,ND,North Dakota
"Barnes County, North Dakota",873161552,0.033,ND,North Dakota
"Walsh County, North Dakota",826563980,0.031,ND,North Dakota
"Ward County, North Dakota",798602724,0.03,ND,North Dakota
"Bottineau County, North Dakota",785045749,0.03,ND,North Dakota
"Pembina County, North Dakota",735608338,0.028,ND,North Dakota
"Ramsey County, North Dakota",730100634,0.027,ND,North Dakota
"LaMoure County, North Dakota",723684089,0.027,ND,North Dakota
"McLean County, North Dakota",702211997,0.026,ND,North Dakota
"Dickey County, North Dakota",639825541,0.024,ND,North Dakota
"Wells County, North Dakota",620423074,0.023,ND,North Dakota
"Traill County, North Dakota",617965910,0.023,ND,North Dakota
"Towner County, North Dakota",606515149,0.023,ND,North Dakota
"Williams County, North Dakota",577471710,0.022,ND,North Dakota
"Benson County, North Dakota",575869206,0.022,ND,North Dakota
"Sargent County, North Dakota",567718322,0.021,ND,North Dakota
"McHenry County, North Dakota",524889634,0.02,ND,North Dakota
"Emmons County, North Dakota",511426086,0.019,ND,North Dakota
"Nelson County, North Dakota",510319946,0.019,ND,North Dakota
"Hettinger County, North Dakota",507418989,0.019,ND,North Dakota
"Ransom County, North Dakota",503930098,0.019,ND,North Dakota
"Mountrail County, North Dakota",502292986,0.019,ND,North Dakota
"Renville County, North Dakota",500522758,0.019,ND,North Dakota
"Steele County, North Dakota",456578811,0.017,ND,North Dakota
"Divide County, North Dakota",423661886,0.016,ND,North Dakota
"Morton County, North Dakota",402621072,0.015,ND,North Dakota
"Pierce County, North Dakota",400862928,0.015,ND,North Dakota
"Stark County, North Dakota",382846946,0.014,ND,North Dakota
"Burke County, North Dakota",367436229,0.014,ND,North Dakota
"Burleigh County, North Dakota",364622325,0.014,ND,North Dakota
"Griggs County, North Dakota",341485747,0.013,ND,North Dakota
"Foster County, North Dakota",341159832,0.013,ND,North Dakota
"Rolette County, North Dakota",338657833,0.013,ND,North Dakota
"Grant County, North Dakota",327345028,0.012,ND,North Dakota
"Kidder County, North Dakota",310865964,0.012,ND,North Dakota
"McIntosh County, North Dakota",310798639,0.012,ND,North Dakota
"Logan County, North Dakota",292939489,0.011,ND,North Dakota
"Adams County, North Dakota",265974794,0.01,ND,North Dakota
"Sheridan County, North Dakota",262867484,0.01,ND,North Dakota
"McKenzie County, North Dakota",248811461,0.009,ND,North Dakota
"Eddy County, North Dakota",244707748,0.009,ND,North Dakota
"Dunn County, North Dakota",241981477,0.009,ND,North Dakota
"Bowman County, North Dakota",239402138,0.009,ND,North Dakota
"Slope County, North Dakota",203581816,0.008,ND,North Dakota
"Mercer County, North Dakota",171262697,0.006,ND,North Dakota
"Golden Valley County, North Dakota",164538449,0.006,ND,North Dakota
"Oliver County, North Dakota",133754611,0.005,ND,North Dakota
"Sioux County, North Dakota",105796441,0.004,ND,North Dakota
"Billings County, North Dakota",64984337,0.002,ND,North Dakota
"Texas County, Oklahoma",737447604,0.064,OK,Oklahoma
"Jackson County, Oklahoma",549253125,0.048,OK,Oklahoma
"Tillman County, Oklahoma",506543579,0.044,OK,Oklahoma
"Cimarron County, Oklahoma",476906423,0.041,OK,Oklahoma
"Grant County, Oklahoma",467490350,0.041,OK,Oklahoma
"Caddo County, Oklahoma",464127588,0.04,OK,Oklahoma
"Garfield County, Oklahoma",428557263,0.037,OK,Oklahoma
"Kiowa County, Oklahoma",384563956,0.033,OK,Oklahoma
"Washita County, Oklahoma",377346435,0.033,OK,Oklahoma
"Kay County, Oklahoma",350900906,0.031,OK,Oklahoma
"Beaver County, Oklahoma",343277389,0.03,OK,Oklahoma
"Alfalfa County, Oklahoma",317973023,0.028,OK,Oklahoma
"Woods County, Oklahoma",302826125,0.026,OK,Oklahoma
"Custer County, Oklahoma",286277075,0.025,OK,Oklahoma
"Harmon County, Oklahoma",268960038,0.023,OK,Oklahoma
"Kingfisher County, Oklahoma",268781270,0.023,OK,Oklahoma
"Blaine County, Oklahoma",250150881,0.022,OK,Oklahoma
"Cotton County, Oklahoma",242352551,0.021,OK,Oklahoma
"Beckham County, Oklahoma",237686672,0.021,OK,Oklahoma
"Major County, Oklahoma",213704370,0.019,OK,Oklahoma
"Canadian County, Oklahoma",213582152,0.019,OK,Oklahoma
"Greer County, Oklahoma",210410604,0.018,OK,Oklahoma
"Dewey County, Oklahoma",209346981,0.018,OK,Oklahoma
"Harper County, Oklahoma",202546713,0.018,OK,Oklahoma
"Noble County, Oklahoma",201150648,0.018,OK,Oklahoma
"Woodward County, Oklahoma",163452790,0.014,OK,Oklahoma
"Grady County, Oklahoma",163344735,0.014,OK,Oklahoma
"Ellis County, Oklahoma",156029359,0.014,OK,Oklahoma
"Comanche County, Oklahoma",142709538,0.012,OK,Oklahoma
"Roger Mills County, Oklahoma",123944636,0.011,OK,Oklahoma
"Jefferson County, Oklahoma",115580124,0.01,OK,Oklahoma
"Bryan County, Oklahoma",99377663,0.009,OK,Oklahoma
"Osage County, Oklahoma",98988692,0.009,OK,Oklahoma
"Craig County, Oklahoma",95919299,0.008,OK,Oklahoma
"Logan County, Oklahoma",90297546,0.008,OK,Oklahoma
"Stephens County, Oklahoma",86282535,0.008,OK,Oklahoma
"Garvin County, Oklahoma",84533337,0.007,OK,Oklahoma
"McCurtain County, Oklahoma",84325021,0.007,OK,Oklahoma
"Muskogee County, Oklahoma",80988457,0.007,OK,Oklahoma
"Ottawa County, Oklahoma",80560048,0.007,OK,Oklahoma
"Wagoner County, Oklahoma",66340276,0.006,OK,Oklahoma
"Choctaw County, Oklahoma",64485393,0.006,OK,Oklahoma
"McClain County, Oklahoma",60299914,0.005,OK,Oklahoma
"Le Flore County, Oklahoma",60007363,0.005,OK,Oklahoma
"Hughes County, Oklahoma",54540511,0.005,OK,Oklahoma
"Payne County, Oklahoma",52205637,0.005,OK,Oklahoma
"Mayes County, Oklahoma",47488480,0.004,OK,Oklahoma
"Lincoln County, Oklahoma",47467244,0.004,OK,Oklahoma
"Nowata County, Oklahoma",45152239,0.004,OK,Oklahoma
"Pottawatomie County, Oklahoma",42444855,0.004,OK,Oklahoma
"Rogers County, Oklahoma",42325566,0.004,OK,Oklahoma
"Love County, Oklahoma",41676770,0.004,OK,Oklahoma
"Pawnee County, Oklahoma",41195610,0.004,OK,Oklahoma
"Atoka County, Oklahoma",38617424,0.003,OK,Oklahoma
"Okmulgee County, Oklahoma",38094271,0.003,OK,Oklahoma
"Delaware County, Oklahoma",37940232,0.003,OK,Oklahoma
"Washington County, Oklahoma",36576340,0.003,OK,Oklahoma
"Pittsburg County, Oklahoma",36368140,0.003,OK,Oklahoma
"Pontotoc County, Oklahoma",35530214,0.003,OK,Oklahoma
"Johnston County, Oklahoma",34805706,0.003,OK,Oklahoma
"Sequoyah County, Oklahoma",32159107,0.003,OK,Oklahoma
"Okfuskee County, Oklahoma",31505888,0.003,OK,Oklahoma
"Carter County, Oklahoma",30742162,0.003,OK,Oklahoma
"Cherokee County, Oklahoma",27335703,0.002,OK,Oklahoma
"Haskell County, Oklahoma",27297497,0.002,OK,Oklahoma
"Adair County, Oklahoma",26131172,0.002,OK,Oklahoma
"Pushmataha County, Oklahoma",23537671,0.002,OK,Oklahoma
"Seminole County, Oklahoma",23464102,0.002,OK,Oklahoma
"McIntosh County, Oklahoma",22497664,0.002,OK,Oklahoma
"Murray County, Oklahoma",20367303,0.002,OK,Oklahoma
"Marshall County, Oklahoma",19847505,0.002,OK,Oklahoma
"Coal County, Oklahoma",19167211,0.002,OK,Oklahoma
"Creek County, Oklahoma",18864787,0.002,OK,Oklahoma
"Oklahoma County, Oklahoma",18728431,0.002,OK,Oklahoma
"Tulsa County, Oklahoma",17637494,0.002,OK,Oklahoma
"Cleveland County, Oklahoma",15284821,0.001,OK,Oklahoma
"Latimer County, Oklahoma",13155287,0.001,OK,Oklahoma
"Washington County, Rhode Island",10033988,0.441,RI,Rhode Island
"Providence County, Rhode Island",6093808,0.268,RI,Rhode Island
"Newport County, Rhode Island",4757965,0.209,RI,Rhode Island
"Kent County, Rhode Island",1267393,0.056,RI,Rhode Island
"Bristol County, Rhode Island",563768,0.025,RI,Rhode Island
"Brown County, South Dakota",1154868780,0.055,SD,South Dakota
"Spink County, South Dakota",866439277,0.042,SD,South Dakota
"Beadle County, South Dakota",643641381,0.031,SD,South Dakota
"Hand County, South Dakota",550321690,0.026,SD,South Dakota
"Sully County, South Dakota",529958381,0.025,SD,South Dakota
"Edmunds County, South Dakota",529555977,0.025,SD,South Dakota
"Roberts County, South Dakota",527662568,0.025,SD,South Dakota
"Hutchinson County, South Dakota",509998201,0.024,SD,South Dakota
"Day County, South Dakota",509338001,0.024,SD,South Dakota
"Charles Mix County, South Dakota",494784312,0.024,SD,South Dakota
"Minnehaha County, South Dakota",454149830,0.022,SD,South Dakota
"Clark County, South Dakota",442166085,0.021,SD,South Dakota
"Kingsbury County, South Dakota",436732557,0.021,SD,South Dakota
"Brookings County, South Dakota",435403468,0.021,SD,South Dakota
"Marshall County, South Dakota",425113792,0.02,SD,South Dakota
"Turner County, South Dakota",413238483,0.02,SD,South Dakota
"Lyman County, South Dakota",411135691,0.02,SD,South Dakota
"Potter County, South Dakota",384811421,0.018,SD,South Dakota
"Faulk County, South Dakota",383685705,0.018,SD,South Dakota
"Lincoln County, South Dakota",372675470,0.018,SD,South Dakota
"Tripp County, South Dakota",370468840,0.018,SD,South Dakota
"McCook County, South Dakota",363360379,0.017,SD,South Dakota
"Moody County, South Dakota",356522510,0.017,SD,South Dakota
"Union County, South Dakota",351506888,0.017,SD,South Dakota
"Lake County, South Dakota",335327057,0.016,SD,South Dakota
"Codington County, South Dakota",333315805,0.016,SD,South Dakota
"Grant County, South Dakota",327269004,0.016,SD,South Dakota
"Deuel County, South Dakota",321747767,0.015,SD,South Dakota
"Perkins County, South Dakota",305650611,0.015,SD,South Dakota
"McPherson County, South Dakota",296768977,0.014,SD,South Dakota
"Hamlin County, South Dakota",294359135,0.014,SD,South Dakota
"Haakon County, South Dakota",294089994,0.014,SD,South Dakota
"Clay County, South Dakota",289370747,0.014,SD,South Dakota
"Bon Homme County, South Dakota",287215524,0.014,SD,South Dakota
"Aurora County, South Dakota",283132732,0.014,SD,South Dakota
"Yankton County, South Dakota",280477164,0.013,SD,South Dakota
"Brule County, South Dakota",279881637,0.013,SD,South Dakota
"Hughes County, South Dakota",271744710,0.013,SD,South Dakota
"Miner County, South Dakota",266621333,0.013,SD,South Dakota
"Campbell County, South Dakota",265895847,0.013,SD,South Dakota
"Meade County, South Dakota",263787777,0.013,SD,South Dakota
"Hanson County, South Dakota",261390971,0.013,SD,South Dakota
"Walworth County, South Dakota",256611916,0.012,SD,South Dakota
"Davison County, South Dakota",256200606,0.012,SD,South Dakota
"Sanborn County, South Dakota",249253149,0.012,SD,South Dakota
"Corson County, South Dakota",247756461,0.012,SD,South Dakota
"Douglas County, South Dakota",235856244,0.011,SD,South Dakota
"Hyde County, South Dakota",229687492,0.011,SD,South Dakota
"Stanley County, South Dakota",223460691,0.011,SD,South Dakota
"Gregory County, South Dakota",195142133,0.009,SD,South Dakota
"Dewey County, South Dakota",178918457,0.009,SD,South Dakota
"Pennington County, South Dakota",173931352,0.008,SD,South Dakota
"Jerauld County, South Dakota",167758008,0.008,SD,South Dakota
"Ziebach County, South Dakota",160621591,0.008,SD,South Dakota
"Jones County, South Dakota",148099096,0.007,SD,South Dakota
"Bennett County, South Dakota",139775817,0.007,SD,South Dakota
"Jackson County, South Dakota",130964180,0.006,SD,South Dakota
"Harding County, South Dakota",128086589,0.006,SD,South Dakota
"Butte County, South Dakota",123272343,0.006,SD,South Dakota
"Buffalo County, South Dakota",90726769,0.004,SD,South Dakota
"Mellette County, South Dakota",89031992,0.004,SD,South Dakota
"Shannon County, South Dakota",75269009,0.004,SD,South Dakota
"Fall River County, South Dakota",74555146,0.004,SD,South Dakota
"Todd County, South Dakota",63918425,0.003,SD,South Dakota
"Custer County, South Dakota",33239620,0.002,SD,South Dakota
"Lawrence County, South Dakota",10818073,0.001,SD,South Dakota
"Box Elder County, Utah",264227596,0.241,UT,Utah
"Cache County, Utah",110806329,0.101,UT,Utah
"Millard County, Utah",87168863,0.079,UT,Utah
"San Juan County, Utah",80193822,0.073,UT,Utah
"Utah County, Utah",75321686,0.069,UT,Utah
"Sanpete County, Utah",63506061,0.058,UT,Utah
"Juab County, Utah",46721504,0.043,UT,Utah
"Uintah County, Utah",38701290,0.035,UT,Utah
"Duchesne County, Utah",34939821,0.032,UT,Utah
"Emery County, Utah",31580890,0.029,UT,Utah
"Iron County, Utah",28154898,0.026,UT,Utah
"Beaver County, Utah",27041679,0.025,UT,Utah
"Sevier County, Utah",25461453,0.023,UT,Utah
"Rich County, Utah",23345646,0.021,UT,Utah
"Washington County, Utah",18611301,0.017,UT,Utah
"Weber County, Utah",17894706,0.016,UT,Utah
"Wayne County, Utah",17314468,0.016,UT,Utah
"Summit County, Utah",14772983,0.013,UT,Utah
"Garfield County, Utah",13915911,0.013,UT,Utah
"Tooele County, Utah",13671457,0.012,UT,Utah
"Piute County, Utah",12330330,0.011,UT,Utah
"Kane County, Utah",11430081,0.01,UT,Utah
"Carbon County, Utah",9366023,0.009,UT,Utah
"Morgan County, Utah",7090177,0.006,UT,Utah
"Wasatch County, Utah",6062156,0.006,UT,Utah
"Salt Lake County, Utah",5941547,0.005,UT,Utah
"Davis County, Utah",5401525,0.005,UT,Utah
"Grand County, Utah",3908384,0.004,UT,Utah
"Daggett County, Utah",2856275,0.003,UT,Utah
"Addison County, Vermont",117462574,0.263,VT,Vermont
"Franklin County, Vermont",116806640,0.262,VT,Vermont
"Orleans County, Vermont",44434490,0.1,VT,Vermont
"Rutland County, Vermont",26473688,0.059,VT,Vermont
"Orange County, Vermont",22911530,0.051,VT,Vermont
"Chittenden County, Vermont",22643955,0.051,VT,Vermont
"Caledonia County, Vermont",20923621,0.047,VT,Vermont
"Windham County, Vermont",13789536,0.031,VT,Vermont
"Lamoille County, Vermont",13753773,0.031,VT,Vermont
"Washington County, Vermont",10833727,0.024,VT,Vermont
"Grand Isle County, Vermont",10746707,0.024,VT,Vermont
"Windsor County, Vermont",9537638,0.021,VT,Vermont
"Bennington County, Vermont",9471886,0.021,VT,Vermont
"Essex County, Vermont",6604069,0.015,VT,Vermont
"Jefferson County, West Virginia",39434871,0.151,WV,West Virginia
"Berkeley County, West Virginia",22003236,0.084,WV,West Virginia
"Hardy County, West Virginia",20386442,0.078,WV,West Virginia
"Mason County, West Virginia",20045727,0.077,WV,West Virginia
"Hampshire County, West Virginia",19428965,0.074,WV,West Virginia
"Greenbrier County, West Virginia",17031743,0.065,WV,West Virginia
"Monroe County, West Virginia",12286575,0.047,WV,West Virginia
"Pendleton County, West Virginia",10956868,0.042,WV,West Virginia
"Grant County, West Virginia",9391685,0.036,WV,West Virginia
"Preston County, West Virginia",9071889,0.035,WV,West Virginia
"Pocahontas County, West Virginia",6387385,0.024,WV,West Virginia
"Jackson County, West Virginia",4910779,0.019,WV,West Virginia
"Putnam County, West Virginia",4882442,0.019,WV,West Virginia
"Randolph County, West Virginia",4758821,0.018,WV,West Virginia
"Lincoln County, West Virginia",4404970,0.017,WV,West Virginia
"Mineral County, West Virginia",3755847,0.014,WV,West Virginia
"Nicholas County, West Virginia",3489759,0.013,WV,West Virginia
"Harrison County, West Virginia",3049201,0.012,WV,West Virginia
"Roane County, West Virginia",2999986,0.011,WV,West Virginia
"Lewis County, West Virginia",2901943,0.011,WV,West Virginia
"Barbour County, West Virginia",2614725,0.01,WV,West Virginia
"Upshur County, West Virginia",2396228,0.009,WV,West Virginia
"Summers County, West Virginia",2345980,0.009,WV,West Virginia
"Cabell County, West Virginia",2312188,0.009,WV,West Virginia
"Morgan County, West Virginia",2305995,0.009,WV,West Virginia
"Wood County, West Virginia",1988978,0.008,WV,West Virginia
"Braxton County, West Virginia",1972485,0.008,WV,West Virginia
"Marshall County, West Virginia",1728431,0.007,WV,West Virginia
"Mercer County, West Virginia",1632469,0.006,WV,West Virginia
"Wayne County, West Virginia",1605963,0.006,WV,West Virginia
"Gilmer County, West Virginia",1597024,0.006,WV,West Virginia
"Ohio County, West Virginia",1396658,0.005,WV,West Virginia
"Taylor County, West Virginia",1296980,0.005,WV,West Virginia
"Wirt County, West Virginia",1259513,0.005,WV,West Virginia
"Raleigh County, West Virginia",1211586,0.005,WV,West Virginia
"Monongalia County, West Virginia",1149803,0.004,WV,West Virginia
"Webster County, West Virginia",1124421,0.004,WV,West Virginia
"Ritchie County, West Virginia",997944,0.004,WV,West Virginia
"Tyler County, West Virginia",953423,0.004,WV,West Virginia
"Tucker County, West Virginia",928407,0.004,WV,West Virginia
"Marion County, West Virginia",915504,0.004,WV,West Virginia
"Fayette County, West Virginia",786373,0.003,WV,West Virginia
"Calhoun County, West Virginia",684101,0.003,WV,West Virginia
"Doddridge County, West Virginia",657189,0.003,WV,West Virginia
"Brooke County, West Virginia",656097,0.003,WV,West Virginia
"Kanawha County, West Virginia",627771,0.002,WV,West Virginia
"Clay County, West Virginia",453787,0.002,WV,West Virginia
"Wetzel County, West Virginia",402227,0.002,WV,West Virginia
"Pleasants County, West Virginia",303228,0.001,WV,West Virginia
